reportNumber,incidentYear,cause,installationYear,material
20190207,2019,MECHANICAL_DAMAGE,2005,CARBON STEEL
20190208,2019,OTHER,2000,CARBON STEEL
20190209,2019,OTHER,UNKNOWN,CARBON STEEL
20190210,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190211,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190212,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190213,2019,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20190214,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190215,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190216,2019,MECHANICAL_DAMAGE,2013,CARBON STEEL
20190217,2019,MECHANICAL_DAMAGE,1952,CARBON STEEL
20190219,2019,OTHER,2016,CARBON STEEL
20190220,2019,MECHANICAL_DAMAGE,2007,CARBON STEEL
20190221,2019,MECHANICAL_DAMAGE,1944,CARBON STEEL
20190222,2019,OTHER,UNKNOWN,CARBON STEEL
20190223,2019,INTERNAL_CORROSION,1997,CARBON STEEL
20190224,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190225,2019,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20190226,2019,OTHER,UNKNOWN,CARBON STEEL
20190227,2019,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190228,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190229,2019,MECHANICAL_DAMAGE,1992,MATERIAL OTHER THAN CARBON STEEL
20190230,2019,INTERNAL_CORROSION,1947,CARBON STEEL
20190231,2019,OTHER,2013,CARBON STEEL
20190232,2019,MECHANICAL_DAMAGE,2017,CARBON STEEL
20190233,2019,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20190234,2019,MECHANICAL_DAMAGE,1992,CARBON STEEL
20190235,2019,OTHER,1973,CARBON STEEL
20190236,2019,OTHER,2012,CARBON STEEL
20190237,2019,MECHANICAL_DAMAGE,2018,CARBON STEEL
20190238,2019,MECHANICAL_DAMAGE,2015,MATERIAL OTHER THAN CARBON STEEL
20190239,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190240,2019,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190241,2019,OTHER,2012,CARBON STEEL
20190242,2019,MECHANICAL_DAMAGE,1970,CARBON STEEL
20190243,2019,EXTERNAL_CORROSION,1955,CARBON STEEL
20190244,2019,INTERNAL_CORROSION,2016,CARBON STEEL
20190245,2019,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20190246,2019,MECHANICAL_DAMAGE,1942,CARBON STEEL
20190247,2019,INTERNAL_CORROSION,1949,CARBON STEEL
20190248,2019,OTHER,1998,CARBON STEEL
20190249,2019,MECHANICAL_DAMAGE,2018,CARBON STEEL
20190250,2019,OTHER,UNKNOWN,CARBON STEEL
20190251,2019,MATERIAL_FAILURE,2019,CARBON STEEL
20190252,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190253,2019,OTHER,UNKNOWN,CARBON STEEL
20190254,2019,INTERNAL_CORROSION,2011,CARBON STEEL
20190255,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190256,2019,EXTERNAL_CORROSION,1955,CARBON STEEL
20190257,2019,OTHER,2013,CARBON STEEL
20190258,2019,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190260,2019,INTERNAL_CORROSION,1967,CARBON STEEL
20190261,2019,MECHANICAL_DAMAGE,1963,CARBON STEEL
20190262,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190263,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190264,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190265,2019,MECHANICAL_DAMAGE,2017,MATERIAL OTHER THAN CARBON STEEL
20190266,2019,INTERNAL_CORROSION,2015,CARBON STEEL
20190267,2019,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20190268,2019,MECHANICAL_DAMAGE,1965,CARBON STEEL
20190269,2019,MECHANICAL_DAMAGE,2010,MATERIAL OTHER THAN CARBON STEEL
20190270,2019,OTHER,UNKNOWN,CARBON STEEL
20190271,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190273,2019,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20190274,2019,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20190275,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190276,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190277,2019,MECHANICAL_DAMAGE,1979,MATERIAL OTHER THAN CARBON STEEL
20190278,2019,INTERNAL_CORROSION,2012,CARBON STEEL
20190279,2019,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190280,2019,MATERIAL_FAILURE,2012,CARBON STEEL
20190282,2019,OTHER,1971,CARBON STEEL
20190283,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190284,2019,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20190285,2019,EXTERNAL_CORROSION,1959,CARBON STEEL
20190286,2019,OTHER,2013,CARBON STEEL
20190287,2019,MECHANICAL_DAMAGE,2015,MATERIAL OTHER THAN CARBON STEEL
20190288,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190289,2019,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20190290,2019,INTERNAL_CORROSION,2010,CARBON STEEL
20190291,2019,OTHER,UNKNOWN,CARBON STEEL
20190292,2019,MECHANICAL_DAMAGE,1966,CARBON STEEL
20190293,2019,OTHER,UNKNOWN,CARBON STEEL
20190294,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190295,2019,MECHANICAL_DAMAGE,2018,MATERIAL OTHER THAN CARBON STEEL
20190296,2019,INTERNAL_CORROSION,1989,CARBON STEEL
20190297,2019,EXTERNAL_CORROSION,1971,CARBON STEEL
20190298,2019,MATERIAL_FAILURE,UNKNOWN,CARBON STEEL
20190299,2019,INTERNAL_CORROSION,1931,CARBON STEEL
20190300,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190301,2019,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190302,2019,MATERIAL_FAILURE,2017,CARBON STEEL
20190303,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190304,2019,OTHER,2015,CARBON STEEL
20190305,2019,MECHANICAL_DAMAGE,2017,CARBON STEEL
20190306,2019,OTHER,1953,CARBON STEEL
20190307,2019,MECHANICAL_DAMAGE,2012,CARBON STEEL
20190308,2019,OTHER,UNKNOWN,CARBON STEEL
20190309,2019,INTERNAL_CORROSION,2011,CARBON STEEL
20190310,2019,MATERIAL_FAILURE,1980,CARBON STEEL
20190311,2019,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190312,2019,OTHER,2019,CARBON STEEL
20190313,2019,OTHER,UNKNOWN,CARBON STEEL
20190314,2019,OTHER,2013,CARBON STEEL
20190315,2019,OTHER,2017,CARBON STEEL
20190316,2019,MECHANICAL_DAMAGE,2018,CARBON STEEL
20190317,2019,MECHANICAL_DAMAGE,1982,CARBON STEEL
20190318,2019,OTHER,1953,MATERIAL OTHER THAN CARBON STEEL
20190319,2019,EXTERNAL_CORROSION,1955,CARBON STEEL
20190320,2019,OTHER,2007,CARBON STEEL
20190321,2019,MECHANICAL_DAMAGE,2015,CARBON STEEL
20190322,2019,MECHANICAL_DAMAGE,2007,MATERIAL OTHER THAN CARBON STEEL
20190323,2019,MATERIAL_FAILURE,2009,CARBON STEEL
20190324,2019,OTHER,UNKNOWN,CARBON STEEL
20190325,2019,OTHER,1963,CARBON STEEL
20190326,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190327,2019,OTHER,2019,CARBON STEEL
20190328,2019,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190329,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190330,2019,OTHER,2007,CARBON STEEL
20190331,2019,MECHANICAL_DAMAGE,1961,CARBON STEEL
20190332,2019,MECHANICAL_DAMAGE,2015,MATERIAL OTHER THAN CARBON STEEL
20190333,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190334,2019,INTERNAL_CORROSION,2012,CARBON STEEL
20190335,2019,MECHANICAL_DAMAGE,1950,MATERIAL OTHER THAN CARBON STEEL
20190336,2019,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190337,2019,MECHANICAL_DAMAGE,2018,CARBON STEEL
20190338,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190339,2019,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20190340,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190341,2019,OTHER,2019,CARBON STEEL
20190342,2019,OTHER,2019,CARBON STEEL
20190343,2019,EXTERNAL_CORROSION,1934,CARBON STEEL
20190344,2019,MECHANICAL_DAMAGE,1965,CARBON STEEL
20190345,2019,INTERNAL_CORROSION,2015,CARBON STEEL
20190346,2019,MECHANICAL_DAMAGE,1962,CARBON STEEL
20190347,2019,MECHANICAL_DAMAGE,1983,CARBON STEEL
20190348,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190349,2019,MECHANICAL_DAMAGE,2009,CARBON STEEL
20190350,2019,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20190351,2019,MECHANICAL_DAMAGE,2016,CARBON STEEL
20190352,2019,INTERNAL_CORROSION,1962,CARBON STEEL
20190353,2019,INTERNAL_CORROSION,2012,CARBON STEEL
20190354,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20190355,2019,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20190356,2019,OTHER,2019,CARBON STEEL
20190357,2019,OTHER,1956,CARBON STEEL
20190358,2019,OTHER,UNKNOWN,CARBON STEEL
20190359,2019,MATERIAL_FAILURE,2008,CARBON STEEL
20190360,2019,INTERNAL_CORROSION,2005,CARBON STEEL
20190361,2019,EXTERNAL_CORROSION,1981,CARBON STEEL
20190362,2019,OTHER,2019,MATERIAL OTHER THAN CARBON STEEL
20190363,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20190364,2019,INTERNAL_CORROSION,1951,CARBON STEEL
20190365,2019,MECHANICAL_DAMAGE,2013,CARBON STEEL
20190366,2019,OTHER,UNKNOWN,CARBON STEEL
20190367,2019,OTHER,2019,CARBON STEEL
20190368,2019,EXTERNAL_CORROSION,1959,CARBON STEEL
20190369,2019,MECHANICAL_DAMAGE,1978,MATERIAL OTHER THAN CARBON STEEL
20190370,2019,OTHER,UNKNOWN,CARBON STEEL
20190371,2019,OTHER,1994,CARBON STEEL
20190372,2019,OTHER,UNKNOWN,CARBON STEEL
20190373,2019,MECHANICAL_DAMAGE,2000,CARBON STEEL
20190374,2019,OTHER,2019,CARBON STEEL
20190375,2019,EXTERNAL_CORROSION,1977,CARBON STEEL
20190376,2019,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20190377,2019,MECHANICAL_DAMAGE,1955,CARBON STEEL
20190378,2019,MECHANICAL_DAMAGE,2014,CARBON STEEL
20190379,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190380,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190381,2019,MATERIAL_FAILURE,UNKNOWN,CARBON STEEL
20190382,2019,OTHER,1958,CARBON STEEL
20190383,2019,OTHER,2012,MATERIAL OTHER THAN CARBON STEEL
20190384,2019,OTHER,1956,CARBON STEEL
20190385,2019,OTHER,1956,CARBON STEEL
20190386,2019,OTHER,2017,CARBON STEEL
20190387,2019,EXTERNAL_CORROSION,1948,CARBON STEEL
20190388,2019,EXTERNAL_CORROSION,1965,CARBON STEEL
20190389,2019,MECHANICAL_DAMAGE,1978,CARBON STEEL
20190390,2019,EXTERNAL_CORROSION,1946,CARBON STEEL
20190391,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20190392,2019,EXTERNAL_CORROSION,1935,CARBON STEEL
20190393,2019,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20190394,2019,OTHER,UNKNOWN,CARBON STEEL
20190395,2019,OTHER,UNKNOWN,CARBON STEEL
20190396,2019,MATERIAL_FAILURE,1964,CARBON STEEL
20190397,2019,MECHANICAL_DAMAGE,1955,CARBON STEEL
20190398,2019,OTHER,2018,MATERIAL OTHER THAN CARBON STEEL
20200001,2019,OTHER,1980,CARBON STEEL
20200002,2019,MECHANICAL_DAMAGE,2014,CARBON STEEL
20200003,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200004,2019,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20200005,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200006,2019,MECHANICAL_DAMAGE,1977,MATERIAL OTHER THAN CARBON STEEL
20200007,2019,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200008,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200009,2019,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200010,2019,OTHER,1950,CARBON STEEL
20200011,2019,OTHER,1971,CARBON STEEL
20200012,2019,OTHER,1989,CARBON STEEL
20200013,2019,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200014,2019,MECHANICAL_DAMAGE,1999,CARBON STEEL
20200015,2019,OTHER,UNKNOWN,CARBON STEEL
20200016,2019,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20200017,2019,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200018,2020,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200019,2019,OTHER,1942,CARBON STEEL
20200020,2019,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200021,2020,MECHANICAL_DAMAGE,2014,CARBON STEEL
20200022,2020,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20200023,2019,OTHER,2019,CARBON STEEL
20200024,2020,MECHANICAL_DAMAGE,2017,CARBON STEEL
20200025,2020,MATERIAL_FAILURE,1991,CARBON STEEL
20200026,2020,OTHER,2019,CARBON STEEL
20200027,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200028,2020,MECHANICAL_DAMAGE,2017,CARBON STEEL
20200029,2020,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200030,2020,MECHANICAL_DAMAGE,1980,CARBON STEEL
20200031,2020,OTHER,2020,CARBON STEEL
20200032,2020,OTHER,1960,CARBON STEEL
20200033,2020,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20200034,2019,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200035,2020,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20200036,2020,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200037,2020,EXTERNAL_CORROSION,1944,CARBON STEEL
20200038,2020,MECHANICAL_DAMAGE,2006,CARBON STEEL
20200039,2020,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20200040,2020,OTHER,2019,CARBON STEEL
20200041,2020,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200042,2020,MECHANICAL_DAMAGE,2014,CARBON STEEL
20200043,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200044,2020,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200045,2020,EXTERNAL_CORROSION,2015,CARBON STEEL
20200046,2020,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200047,2020,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20200048,2020,MECHANICAL_DAMAGE,2003,MATERIAL OTHER THAN CARBON STEEL
20200050,2020,MECHANICAL_DAMAGE,2017,CARBON STEEL
20200051,2020,MATERIAL_FAILURE,1969,CARBON STEEL
20200052,2020,INTERNAL_CORROSION,2013,CARBON STEEL
20200053,2020,MECHANICAL_DAMAGE,1960,CARBON STEEL
20200054,2020,OTHER,1972,CARBON STEEL
20200055,2020,MATERIAL_FAILURE,1957,CARBON STEEL
20200056,2020,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200057,2020,MECHANICAL_DAMAGE,1942,CARBON STEEL
20200058,2020,MECHANICAL_DAMAGE,2020,CARBON STEEL
20200059,2020,MECHANICAL_DAMAGE,2011,MATERIAL OTHER THAN CARBON STEEL
20200060,2020,MECHANICAL_DAMAGE,2004,MATERIAL OTHER THAN CARBON STEEL
20200061,2020,MECHANICAL_DAMAGE,1994,MATERIAL OTHER THAN CARBON STEEL
20200062,2020,MATERIAL_FAILURE,2019,CARBON STEEL
20200063,2020,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200064,2020,OTHER,2007,CARBON STEEL
20200065,2020,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200066,2020,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20200067,2020,MECHANICAL_DAMAGE,1972,CARBON STEEL
20200068,2020,OTHER,2018,MATERIAL OTHER THAN CARBON STEEL
20200070,2020,OTHER,1971,CARBON STEEL
20200071,2020,INTERNAL_CORROSION,2012,CARBON STEEL
20200072,2020,OTHER,UNKNOWN,CARBON STEEL
20200073,2020,MATERIAL_FAILURE,1941,CARBON STEEL
20200074,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200075,2020,MECHANICAL_DAMAGE,1978,CARBON STEEL
20200076,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200077,2020,MECHANICAL_DAMAGE,2018,MATERIAL OTHER THAN CARBON STEEL
20200078,2020,MECHANICAL_DAMAGE,1997,MATERIAL OTHER THAN CARBON STEEL
20200079,2020,MECHANICAL_DAMAGE,2011,CARBON STEEL
20200080,2020,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200081,2020,OTHER,UNKNOWN,CARBON STEEL
20200082,2020,MECHANICAL_DAMAGE,2011,MATERIAL OTHER THAN CARBON STEEL
20200083,2020,OTHER,2009,CARBON STEEL
20200084,2020,OTHER,1970,CARBON STEEL
20200085,2020,OTHER,2019,CARBON STEEL
20200086,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200087,2020,OTHER,2009,CARBON STEEL
20200088,2020,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20200089,2020,OTHER,2020,CARBON STEEL
20200090,2020,OTHER,2020,CARBON STEEL
20200091,2020,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20200092,2020,MECHANICAL_DAMAGE,1997,CARBON STEEL
20200093,2020,OTHER,2018,CARBON STEEL
20200094,2020,MECHANICAL_DAMAGE,2016,CARBON STEEL
20200095,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200096,2020,OTHER,2014,CARBON STEEL
20200097,2020,OTHER,2019,MATERIAL OTHER THAN CARBON STEEL
20200098,2020,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200099,2020,OTHER,2019,CARBON STEEL
20200100,2020,MECHANICAL_DAMAGE,2014,CARBON STEEL
20200101,2020,MATERIAL_FAILURE,1950,CARBON STEEL
20200102,2020,MECHANICAL_DAMAGE,1995,CARBON STEEL
20200103,2020,MATERIAL_FAILURE,1970,CARBON STEEL
20200104,2020,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200105,2020,MECHANICAL_DAMAGE,2014,CARBON STEEL
20200106,2020,INTERNAL_CORROSION,2014,CARBON STEEL
20200107,2020,MATERIAL_FAILURE,1962,CARBON STEEL
20200108,2020,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200109,2020,INTERNAL_CORROSION,1929,CARBON STEEL
20200110,2020,MECHANICAL_DAMAGE,1955,CARBON STEEL
20200111,2020,INTERNAL_CORROSION,1990,CARBON STEEL
20200112,2020,MECHANICAL_DAMAGE,1941,CARBON STEEL
20200113,2020,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20200114,2020,INTERNAL_CORROSION,2013,CARBON STEEL
20200115,2020,MECHANICAL_DAMAGE,2017,CARBON STEEL
20200116,2020,OTHER,2009,CARBON STEEL
20200117,2020,EXTERNAL_CORROSION,1942,CARBON STEEL
20200118,2020,OTHER,2019,MATERIAL OTHER THAN CARBON STEEL
20200119,2020,MATERIAL_FAILURE,2013,CARBON STEEL
20200120,2020,EXTERNAL_CORROSION,1952,CARBON STEEL
20200121,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200123,2020,EXTERNAL_CORROSION,1936,CARBON STEEL
20200124,2020,OTHER,2012,CARBON STEEL
20200125,2020,EXTERNAL_CORROSION,1977,CARBON STEEL
20200126,2020,MATERIAL_FAILURE,1971,CARBON STEEL
20200127,2020,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20200128,2020,MECHANICAL_DAMAGE,1980,CARBON STEEL
20200129,2020,MECHANICAL_DAMAGE,1962,CARBON STEEL
20200130,2020,INTERNAL_CORROSION,2017,CARBON STEEL
20200131,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200133,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200134,2020,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20200135,2020,OTHER,UNKNOWN,CARBON STEEL
20200137,2020,OTHER,1986,CARBON STEEL
20200139,2020,INTERNAL_CORROSION,1953,CARBON STEEL
20200140,2020,INTERNAL_CORROSION,1984,CARBON STEEL
20200141,2020,OTHER,2020,CARBON STEEL
20200142,2020,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200143,2020,INTERNAL_CORROSION,2014,CARBON STEEL
20200144,2020,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200145,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200146,2020,MECHANICAL_DAMAGE,1989,CARBON STEEL
20200147,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200148,2020,MECHANICAL_DAMAGE,1970,CARBON STEEL
20200149,2020,OTHER,2020,CARBON STEEL
20200150,2020,OTHER,2018,CARBON STEEL
20200151,2020,OTHER,1970,CARBON STEEL
20200152,2020,OTHER,2020,CARBON STEEL
20200153,2020,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200154,2020,INTERNAL_CORROSION,2012,CARBON STEEL
20200155,2020,MECHANICAL_DAMAGE,2008,MATERIAL OTHER THAN CARBON STEEL
20200156,2020,MECHANICAL_DAMAGE,2011,CARBON STEEL
20200157,2020,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20200158,2020,OTHER,2020,MATERIAL OTHER THAN CARBON STEEL
20200159,2020,INTERNAL_CORROSION,1995,CARBON STEEL
20200160,2020,OTHER,2014,CARBON STEEL
20200161,2020,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200162,2020,MECHANICAL_DAMAGE,2018,CARBON STEEL
20200163,2020,OTHER,2019,CARBON STEEL
20200164,2020,OTHER,2019,CARBON STEEL
20200165,2020,OTHER,2015,CARBON STEEL
20200166,2020,INTERNAL_CORROSION,2014,CARBON STEEL
20200167,2020,OTHER,1997,CARBON STEEL
20200168,2020,MECHANICAL_DAMAGE,2013,CARBON STEEL
20200169,2020,MECHANICAL_DAMAGE,2008,CARBON STEEL
20200170,2020,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200172,2020,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20200173,2020,OTHER,2015,MATERIAL OTHER THAN CARBON STEEL
20200174,2020,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20200175,2020,OTHER,UNKNOWN,CARBON STEEL
20200176,2020,MECHANICAL_DAMAGE,1950,CARBON STEEL
20200177,2020,MECHANICAL_DAMAGE,2015,CARBON STEEL
20200178,2020,MECHANICAL_DAMAGE,2017,MATERIAL OTHER THAN CARBON STEEL
20200179,2020,MECHANICAL_DAMAGE,1993,CARBON STEEL
20200180,2020,OTHER,1968,CARBON STEEL
20200181,2020,MECHANICAL_DAMAGE,1991,MATERIAL OTHER THAN CARBON STEEL
20200182,2020,MECHANICAL_DAMAGE,2018,MATERIAL OTHER THAN CARBON STEEL
20200183,2020,MECHANICAL_DAMAGE,2020,CARBON STEEL
20200184,2020,MECHANICAL_DAMAGE,1965,CARBON STEEL
20200185,2020,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200186,2020,MECHANICAL_DAMAGE,2015,CARBON STEEL
20200187,2020,EXTERNAL_CORROSION,1975,CARBON STEEL
20200188,2020,EXTERNAL_CORROSION,2019,CARBON STEEL
20200189,2020,MECHANICAL_DAMAGE,1962,CARBON STEEL
20200190,2020,MECHANICAL_DAMAGE,2008,MATERIAL OTHER THAN CARBON STEEL
20200191,2020,MECHANICAL_DAMAGE,1979,CARBON STEEL
20200192,2020,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20200193,2020,MECHANICAL_DAMAGE,2020,CARBON STEEL
20200194,2020,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20200195,2020,MATERIAL_FAILURE,1970,CARBON STEEL
20200196,2020,MATERIAL_FAILURE,1970,CARBON STEEL
20200197,2020,MECHANICAL_DAMAGE,1970,MATERIAL OTHER THAN CARBON STEEL
20200198,2020,MECHANICAL_DAMAGE,2015,CARBON STEEL
20200199,2020,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20200200,2020,MECHANICAL_DAMAGE,1991,CARBON STEEL
20200201,2020,MECHANICAL_DAMAGE,2002,CARBON STEEL
20200202,2020,EXTERNAL_CORROSION,1972,CARBON STEEL
20200203,2020,MECHANICAL_DAMAGE,1976,CARBON STEEL
20200204,2020,INTERNAL_CORROSION,1977,CARBON STEEL
20200205,2020,MECHANICAL_DAMAGE,1983,CARBON STEEL
20200206,2020,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20200207,2020,MECHANICAL_DAMAGE,2019,CARBON STEEL
20200208,2020,MECHANICAL_DAMAGE,1986,CARBON STEEL
20200209,2020,MECHANICAL_DAMAGE,2012,CARBON STEEL
20200210,2020,MECHANICAL_DAMAGE,2007,MATERIAL OTHER THAN CARBON STEEL
20200211,2020,OTHER,1952,CARBON STEEL
20200212,2020,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20200213,2020,MECHANICAL_DAMAGE,1972,CARBON STEEL
20200214,2020,OTHER,2013,CARBON STEEL
20200215,2020,MECHANICAL_DAMAGE,1971,CARBON STEEL
20200216,2020,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20200217,2020,INTERNAL_CORROSION,1998,CARBON STEEL
20200218,2020,INTERNAL_CORROSION,1973,CARBON STEEL
20200219,2020,EXTERNAL_CORROSION,1971,CARBON STEEL
20200220,2020,OTHER,1979,CARBON STEEL
